"Lot #","Claim #",Status,Description,VIN,"Primary Damage","Secondary Damage",Keys,"Drivability Rating",Engine,Drive,"Missing Parts",Seller,Adjuster,"Cert Received Date",Odometer,"Odometer Brand","Original Title State","Original Title Type","Sale Title State","Sale Title Type","Title Reviewed","Sale Location","Physical Location","Auction Date","Item #","Row Location","# of Runs","Days in Yard","Advance Charges",ACV,"Repair Cost","Current Bid",Reserve,"Reserve Amount","Reserve %",Reviewed,"Auction Comment"
46878782,0,"READY FOR AUCTION","2020 BMW 330 XI",3MW5R7J09L8B18414,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,27844,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,44694,0,0,BTBA,0,0,NO,
46878022,0,"READY FOR AUCTION","1979 ROLLS-ROYCE SILVER SHADOW ",SRK39189,"WATER FLOOD",,YES,DRIVES,,"Rear wheel",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,134366,Exempt,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/14/2022,0,0,0,0,0,31892,0,0,BTBA,0,0,NO,
46877262,0,"READY FOR AUCTION","2021 TOYOTA VENZA LE",JTEAAAAH3MJ007077,SIDE,,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16922,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/21/2022,0,0,0,0,0,42285,0,0,BTBA,0,0,NO,
46876672,0,"READY FOR AUCTION","2020 HONDA PILOT EX",5FNYF6H34LB061456,"FRONT END",,YES,STARTS,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,20043,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/30/2022,0,0,0,0,0,37782,0,0,BTBA,0,0,NO,
46875682,0,"READY FOR AUCTION","2017 JEEP WRANGLER UNLIMITED SPORT",1C4BJWDG5HL673067,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,50860,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/09/2022,0,0,0,0,0,36228,0,0,BTBA,0,0,NO,
46875232,0,"READY FOR AUCTION","2021 TOYOTA VENZA LE",JTEAAAAH7MJ014288,"ALL OVER",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7653,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/28/2022,0,0,0,0,0,42589,0,0,BTBA,0,0,NO,
46874192,0,"READY FOR AUCTION","2017 GMC SIERRA K1500",1GTV2LEC3HZ268990,"FRONT END",,YES,DRIVES,"5.3L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,34591,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/07/2022,0,0,0,0,0,42952,0,0,BTBA,0,0,NO,
46873542,0,"READY FOR AUCTION","2021 JEEP GLADIATOR RUBICON",1C6JJTBG4ML582869,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13159,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,62279,0,0,BTBA,0,0,NO,
46756532,0,"READY FOR AUCTION","2022 NISSAN ALTIMA PLATINUM",1N4BL4FW1NN302089,"FRONT END",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,626,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/31/2022,0,0,0,0,0,39589,0,0,BTBA,0,0,NO,
46755852,0,"READY FOR AUCTION","2020 FORD MUSTANG ",1FA6P8TH4L5188055,"FRONT END",,YES,DRIVES,"2.3L  4","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,12714,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/19/2022,0,0,0,0,0,31848,0,0,BTBA,0,0,NO,
46755002,0,"READY FOR AUCTION","2019 LEXUS IS 300 ",JTHC81D23K5036972,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13235,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/31/2022,0,0,0,0,0,39658,0,0,BTBA,0,0,NO,
46754032,0,"READY FOR AUCTION","2020 ACURA MDX TECHNOLOGY",5J8YD4H57LL021429,"FRONT END","ALL OVER",YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,20662,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",08/11/2022,0,0,0,0,0,46919,0,0,BTBA,0,0,NO,
46731392,0,"READY FOR AUCTION","2021 TOYOTA RAV4 XSE HYBRID",4T3E6RFV9MU059450,"FRONT END",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7966,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,45035,0,0,BTBA,0,0,NO,
46729622,0,"READY FOR AUCTION","2019 MERCEDES-BENZ C 300 4MATIC",55SWF8EB4KU305747,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,29198,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/21/2022,0,0,0,0,0,41995,0,0,BTBA,0,0,NO,
46725022,0,"READY FOR AUCTION","2022 VOLKSWAGEN TAOS SE IQ DRIVE",3VVLX7B23NM021141,"FRONT END",,YES,STARTS,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,4066,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,32034,0,0,BTBA,0,0,NO,
46724612,0,"READY FOR AUCTION","2021 TOYOTA HIGHLANDER HYBRID LIMITED",5TDXBRCH4MS062339,"FRONT END",,YES,DRIVES,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,10956,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/30/2022,0,0,0,0,0,53945,0,0,BTBA,0,0,NO,
46724132,0,"READY FOR AUCTION","2021 LINCOLN AVIATOR RESERVE",5LM5J7XC1MGL16461,"FRONT END","ALL OVER",YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,7515,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/07/2022,0,0,0,0,0,72242,0,0,BTBA,0,0,NO,
46723292,0,"READY FOR AUCTION","2019 LEXUS RX 450H ",2T2BGMCAXKC038744,"ALL OVER",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6991,"Not actual",NJ,"CERTIFICATE OF TITLE",NJ,"CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,57157,0,0,BTBA,0,0,NO,
46721822,0,"READY FOR AUCTION","2022 CHEVROLET TRAILBLAZER LT",KL79MPS25NB007117,"FRONT END",,YES,STARTS,"1.2L  3","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6124,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",08/09/2022,0,0,0,0,0,29442,0,0,BTBA,0,0,NO,
46597742,0,"READY FOR AUCTION","2020 FORD RANGER XL",1FTER4FH3LLA62446,"FRONT END","ALL OVER",YES,DRIVES,"2.3L  4",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,41393,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/30/2022,0,0,0,0,0,39749,0,0,BTBA,0,0,NO,
46596022,0,"READY FOR AUCTION","2018 BMW X6 XDRIVE35I",5UXKU2C50J0Z62203,"FRONT END",,YES,STARTS,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,41604,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/15/2022,0,0,0,0,0,54596,0,0,BTBA,0,0,NO,
46595312,0,"READY FOR AUCTION","2021 CADILLAC XT4 ",1GYFZCR4XMF013391,SIDE,"TOP ROOF",YES,DRIVES,"2.0L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,3828,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/16/2022,0,0,0,0,0,49885,0,0,BTBA,0,0,NO,
46594472,0,"READY FOR AUCTION","2021 LEXUS IS 300 F SPORT",JTHGZ1E22M5019256,"REAR END","FRONT END",YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9318,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/31/2022,0,0,0,0,0,56290,0,0,BTBA,0,0,NO,
46593442,0,"READY FOR AUCTION","2018 JEEP GRAND CHEROKEE SRT-8",1C4RJFDJ3JC183517,"FRONT END",SIDE,YES,DRIVES,"6.4L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,16862,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/28/2022,0,0,0,0,0,74893,0,0,BTBA,0,0,NO,
46592952,0,"READY FOR AUCTION","2022 HONDA RIDGELINE ",5FPYK3F73NB009004,"FRONT END",,YES,NON-STARTS,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,3548,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/15/2022,0,0,0,0,0,47153,0,0,BTBA,0,0,NO,
46591812,0,"READY FOR AUCTION","2019 SUBARU ASCENT ",4S4WMAFD4K3413292,"FRONT END","BURN ENGINE",YES,DRIVES,"2.4L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,93979,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2021,0,0,0,0,0,33097,0,0,BTBA,0,0,NO,
46368122,0,"READY FOR AUCTION","2021 ACURA TLX ASPEC",19UUB5F52MA010428,"FRONT END","REAR END",YES,DRIVES,"2.0L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,28174,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/08/2022,0,0,0,0,0,44403,0,0,BTBA,0,0,NO,
46367782,0,"READY FOR AUCTION","2022 HONDA CIVIC TOURING",2HGFE1F98NH306066,"FRONT END","REAR END",YES,DRIVES,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,9983,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/03/2021,0,0,0,0,0,39140,0,0,BTBA,0,0,NO,
46367342,0,"READY FOR AUCTION","2018 JEEP GRAND CHEROKEE LIMITED",1C4RJFBG1JC272607,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,54132,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/09/2022,0,0,0,0,0,41545,0,0,BTBA,0,0,NO,
46366922,0,"READY FOR AUCTION","2022 FORD EXPLORER XLT",1FMSK8DH7NGA25022,"FRONT END",,YES,DRIVES,"2.3L  4",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2066,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/14/2022,0,0,0,0,0,50678,0,0,BTBA,0,0,NO,
46366742,0,"READY FOR AUCTION","2020 JEEP WRANGLER UNLIMITED SPORT",1C4HJXDG0LW209238,"FRONT END",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,23477,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/16/2022,0,0,0,0,0,45654,0,0,BTBA,0,0,NO,
46365942,0,"READY FOR AUCTION","2018 PORSCHE PANAMERA 4",WP0AA2A79JL102602,"REAR END",,YES,DRIVES,"3.0L  6","Rear-wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,10839,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/31/2022,0,0,0,0,0,83879,0,0,BTBA,0,0,NO,
46365602,0,"READY FOR AUCTION","2018 RANGE-ROVER  VELAR S",SALYB2RX9JA731426,"FRONT END","INCOMPLETE REPAIR",YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,31098,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/09/2022,0,0,0,0,0,59325,0,0,BTBA,0,0,NO,
46232502,0,"READY FOR AUCTION","2021 LAND ROVER RANGE ROVER SPORT HST",SALWS2RU3MA784673,"FRONT END",,YES,DRIVES,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15930,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/02/2022,0,0,0,0,0,101202,0,0,BTBA,0,0,NO,
46226522,0,"READY FOR AUCTION","2021 HONDA PASSPORT TOURING",5FNYF8H91MB003872,"REAR END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,12231,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/15/2022,0,0,0,0,0,44251,0,0,BTBA,0,0,NO,
46224922,0,"READY FOR AUCTION","2016 JEEP WRANGLER UNLIMITED SPORT",1C4HJWDG6GL170334,"FRONT END","ALL OVER",YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,84949,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/15/2022,0,0,0,0,0,35255,0,0,BTBA,0,0,NO,
46224372,0,"READY FOR AUCTION","2020 LINCOLN AVIATOR RESERVE",5LM5J7XC1LGL06477,"WATER FLOOD",,YES,NON-STARTS,"3.0L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15959,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/14/2022,0,0,0,0,0,66371,0,0,BTBA,0,0,NO,
46223642,0,"READY FOR AUCTION","2019 JEEP GRAND CHEROKEE LIMITED",1C4RJFBG9KC528803,SIDE,"ALL OVER",YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,43522,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/16/2022,0,0,0,0,0,44850,0,0,BTBA,0,0,NO,
46222112,0,"READY FOR AUCTION","2021 TESLA MODEL Y DUAL MOTOR",5YJYGDEEXMF076116,"FRONT END",,YES,DRIVES,EV,"All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13124,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/02/2022,0,0,0,0,0,79409,0,0,BTBA,0,0,NO,
46221862,0,"READY FOR AUCTION","2022 CHEVROLET SILVERADO RST DIESEL",1GCUYEET4NZ132918,SIDE,,YES,DRIVES,"3.0L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,3753,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/09/2022,0,0,0,0,0,58402,0,0,BTBA,0,0,NO,
46217092,0,"READY FOR AUCTION","2020 ACURA ILX ",19UDE2F38LA008105,"FRONT END",,YES,DRIVES,"2.4L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,6151,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/28/2022,0,0,0,0,0,28103,0,0,BTBA,0,0,NO,
46216722,0,"READY FOR AUCTION","2021 MINI COOPER S COUNTRYMAN ALL4",WMZ83BR03M3M64106,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,13407,"Not actual",NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,34012,0,0,BTBA,0,0,NO,
46216602,0,"READY FOR AUCTION","2018 LAND ROVER DISCOVERY SPORT SE",SALCP2RX8JH748138,"FRAME DAMAGE",,YES,NON-STARTS,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,38899,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/12/2022,0,0,0,0,0,33385,0,0,BTBA,0,0,NO,
46216232,0,"READY FOR AUCTION","2021 JEEP GLADIATOR OVERLAND",1C6HJTFG0ML560067,SIDE,,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2498,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/26/2022,0,0,0,0,0,59770,0,0,BTBA,0,0,NO,
46216012,0,"READY FOR AUCTION","2019 TOYOTA TACOMA TRD",5TFCZ5AN6KX202975,"FRONT END",,YES,DRIVES,"3.5L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,37325,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,44725,0,0,BTBA,0,0,NO,
44456082,0,"READY FOR AUCTION","2021 HONDA CIVIC ",SHHFK7H43MU407028,"REAR END","ALL OVER",YES,STARTS,"1.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,20745,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/21/2022,0,0,0,0,0,30504,0,0,BTBA,0,0,NO,
41905162,0,"READY FOR AUCTION","2018 TOYOTA RAV4 ",JTMRFREV6JD251064,"FRONT END",,YES,STARTS,"2.5L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,54774,"Not actual",NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/02/2022,0,0,0,0,0,33177,0,0,BTBA,0,0,NO,
43174482,0,"READY FOR AUCTION","2019 DODGE JOURNEY ",3C4PDDEG0KT780068,"ALL OVER",FLOOD,YES,DRIVES,"3.6L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,11180,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/02/2021,0,0,0,0,0,30275,0,0,BTBA,0,0,NO,
42354612,0,"READY FOR AUCTION","2015 FORD TRANSIT CONNECT ",NM0LS6E73F1187489,"FRONT END",,YES,DRIVES,"2.5L  4","Front-wheel Drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,171424,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",05/31/2022,0,0,0,0,0,13042,0,0,BTBA,0,0,NO,
45989852,0,"READY FOR AUCTION","2020 HONDA PILOT BLACK EDITION",5FNYF6H76LB003318,"ALL OVER",HAIL,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,27410,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/23/2022,0,0,0,0,0,42543,0,0,BTBA,0,0,NO,
45988972,0,"READY FOR AUCTION","2018 CADILLAC ESCALADE LUXURY",1GYS4BKJ7JR205496,"FRONT END","ALL OVER",YES,STARTS,"6.2L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,42380,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/26/2022,0,0,0,0,0,56185,0,0,BTBA,0,0,NO,
45987942,0,"READY FOR AUCTION","2021 JEEP WRANGLER UNLIMITED SAHARA",1C4HJXEG7MW711051,"ALL OVER",,YES,DRIVES,"3.6L  6",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,12325,Actual,NJ,"SCRAP CERTIFICATE OF TITLE",NJ,"SCRAP CERTIFICATE OF TITLE",NO,"NY - NEWBURGH","NY - NEWBURGH",11/08/2022,0,0,0,0,0,56185,0,0,BTBA,0,0,NO,
45986602,0,"READY FOR AUCTION","2021 ACURA TLX TECHNOLOGY",19UUB6F44MA001856,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,3945,Actual,NY,"MV-907A SALVAGE CERTIFICATE",NY,"MV-907A SALVAGE CERTIFICATE",NO,"NY - NEWBURGH","NY - NEWBURGH",07/07/2022,0,0,0,0,0,47928,0,0,BTBA,0,0,NO,
45985792,0,"READY FOR AUCTION","2021 ACURA RDX TECHNOLOGY",5J8TC2H53ML005120,"FRONT END",,YES,DRIVES,"2.0L  4","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,15847,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",06/23/2022,0,0,0,0,0,49384,0,0,BTBA,0,0,NO,
45984262,0,"READY FOR AUCTION","2022 CHEVROLET SUBURBAN HIGH COUNTRY",1GNSKGKL0NR148386,"ALL OVER",,YES,DRIVES,"6.2L  8",4x4,NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,331,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",08/30/2022,0,0,0,0,0,99433,0,0,BTBA,0,0,NO,
45983822,0,"READY FOR AUCTION","2022 NISSAN MURANO PLATINUM",5N1AZ2DS3NC107918,"FRONT END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,2941,Actual,NJ,"CERT OF TITLE-SALVAGE",NJ,"CERT OF TITLE-SALVAGE",NO,"NY - NEWBURGH","NY - NEWBURGH",10/25/2022,0,0,0,0,0,54539,0,0,BTBA,0,0,NO,
45894722,0,"READY FOR AUCTION","2021 HONDA RIDGELINE SPORT",5FPYK3F19MB007994,"REAR END",,YES,DRIVES,"3.5L  6","All wheel drive",NO,"X159 - KAJ INC","DO NOT CALL APPROVES ONLINE",8/23/2023,12268,Actual,NJ,"CERTIFICATE OF DESTRUCTION",NJ,"CERTIFICATE OF DESTRUCTION",NO,"NY - NEWBURGH","NY - NEWBURGH",06/07/2022,0,0,0,0,0,45534,0,0,BTBA,0,0,NO,
